task,target,unit,feature_source,feature_set,feature_set_display,tabpfn_weight,extra_trees_weight,folds_completed,mean_mae,std_mae,sem_mae,mean_r2,test_size_sum,diagnostic_note,rank_by_mae_within_branch
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.4,0.6,5,38.246719224797225,8.875346843449483,3.9691757731682453,0.35488672513463826,636,diagnostic_test_fold_scan_not_for_final_model_selection,13
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.35,0.65,5,38.635778445011184,8.864182003366372,3.964182704891495,0.343528897514865,636,diagnostic_test_fold_scan_not_for_final_model_selection,14
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.3,0.7,5,39.02726662087906,8.854196838293042,3.959717203317391,0.33102622831879824,636,diagnostic_test_fold_scan_not_for_final_model_selection,15
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.25,0.75,5,39.43382704739382,8.849477128897218,3.95760648510877,0.31737871754643815,636,diagnostic_test_fold_scan_not_for_final_model_selection,16
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.2,0.8,5,39.85389805318394,8.86003016104624,3.9623259445595598,0.3025863651977849,636,diagnostic_test_fold_scan_not_for_final_model_selection,17
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.15,0.85,5,40.30966086801381,8.879967796080308,3.9712423260089116,0.2866491712728382,636,diagnostic_test_fold_scan_not_for_final_model_selection,18
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.1,0.9,5,40.79708571627451,8.896881019094044,3.9788061492843774,0.2695671357715984,636,diagnostic_test_fold_scan_not_for_final_model_selection,19
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.05,0.95,5,41.315353280375135,8.898851600807618,3.979687420217731,0.25134025869406484,636,diagnostic_test_fold_scan_not_for_final_model_selection,20
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.0,1.0,5,41.86835138196756,8.877534520350252,3.9701541320208307,0.2319685400402383,636,diagnostic_test_fold_scan_not_for_final_model_selection,21
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,1.0,0.0,5,34.96278593035964,8.83186497044735,3.9497300884038893,0.3677682437846044,636,diagnostic_test_fold_scan_not_for_final_model_selection,1
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.95,0.050000000000000044,5,35.024652882382654,8.876780512529692,3.969816929472363,0.3710022529824866,636,diagnostic_test_fold_scan_not_for_final_model_selection,2
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.9,0.09999999999999998,5,35.1267189089501,8.892584481461913,3.976884679241711,0.37315363662426354,636,diagnostic_test_fold_scan_not_for_final_model_selection,3
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.85,0.15000000000000002,5,35.26394999457702,8.88874722119699,3.9751686042817655,0.3742223947099357,636,diagnostic_test_fold_scan_not_for_final_model_selection,4
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.8,0.19999999999999996,5,35.445712607204065,8.862390526867564,3.9633815322452097,0.3742085272395026,636,diagnostic_test_fold_scan_not_for_final_model_selection,5
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.75,0.25,5,35.66795498102887,8.843196315397973,3.9547976199211075,0.3731120342129646,636,diagnostic_test_fold_scan_not_for_final_model_selection,6
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.7,0.30000000000000004,5,35.897588675132326,8.824670069929887,3.94651243107421,0.3709329156303217,636,diagnostic_test_fold_scan_not_for_final_model_selection,7
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.65,0.35,5,36.1345592233519,8.800796952362775,3.9358360483312285,0.36767117149157375,636,diagnostic_test_fold_scan_not_for_final_model_selection,8
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.6,0.4,5,36.38221965326056,8.785162237819648,3.928843991425781,0.36332680179672083,636,diagnostic_test_fold_scan_not_for_final_model_selection,9
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.55,0.44999999999999996,5,36.65488960260425,8.762997813868166,3.9189317596982534,0.3578998065457627,636,diagnostic_test_fold_scan_not_for_final_model_selection,10
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.5,0.5,5,36.94785077166473,8.733344558993446,3.905670420967453,0.35139018573869973,636,diagnostic_test_fold_scan_not_for_final_model_selection,11
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.45,0.55,5,37.25703881916202,8.69790386176645,3.8898208593335433,0.3437979393755318,636,diagnostic_test_fold_scan_not_for_final_model_selection,12
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.4,0.6,5,37.58414580551624,8.640778500048418,3.864273620925386,0.3351230674562589,636,diagnostic_test_fold_scan_not_for_final_model_selection,13
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.35,0.65,5,37.9143725501578,8.58985497786951,3.8414999294762353,0.32536556998088073,636,diagnostic_test_fold_scan_not_for_final_model_selection,14
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.3,0.7,5,38.25476045031732,8.547717853778874,3.8226556347076337,0.314525446949398,636,diagnostic_test_fold_scan_not_for_final_model_selection,15
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.25,0.75,5,38.602294969498956,8.510855107944096,3.8061701136028616,0.30260269836180986,636,diagnostic_test_fold_scan_not_for_final_model_selection,16
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.2,0.8,5,38.968732567968445,8.482842063018403,3.7936422990607404,0.2895973242181169,636,diagnostic_test_fold_scan_not_for_final_model_selection,17
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.15,0.85,5,39.366310343518435,8.454374254019397,3.780911107842289,0.27550932451831894,636,diagnostic_test_fold_scan_not_for_final_model_selection,18
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.1,0.9,5,39.78660273007036,8.42835057045731,3.769272962748335,0.260338699262416,636,diagnostic_test_fold_scan_not_for_final_model_selection,19
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.05,0.95,5,40.254440266431935,8.396349755892194,3.754961763407742,0.24408544845040803,636,diagnostic_test_fold_scan_not_for_final_model_selection,20
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,0.0,1.0,5,40.742675384598684,8.394178407970607,3.753990707096648,0.22674957208229501,636,diagnostic_test_fold_scan_not_for_final_model_selection,21
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,1.0,0.0,5,36.6971680979237,8.141140343026798,3.6408286442747753,0.36740786437238937,636,diagnostic_test_fold_scan_not_for_final_model_selection,1
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.95,0.050000000000000044,5,36.80333787441737,8.350503848575942,3.7344588503578833,0.3706487401867821,636,diagnostic_test_fold_scan_not_for_final_model_selection,2
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.9,0.09999999999999998,5,36.98044381522267,8.483835307238737,3.7940864913797254,0.37203518390518575,636,diagnostic_test_fold_scan_not_for_final_model_selection,3
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.85,0.15000000000000002,5,37.22979983959455,8.619643909594592,3.8548219447391117,0.3715671955276,636,diagnostic_test_fold_scan_not_for_final_model_selection,4
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.8,0.19999999999999996,5,37.50681782728019,8.729017159331706,3.9037351490055614,0.369244775054025,636,diagnostic_test_fold_scan_not_for_final_model_selection,5
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.75,0.25,5,37.8207524073242,8.796032113508785,3.9337051476153575,0.3650679224844608,636,diagnostic_test_fold_scan_not_for_final_model_selection,6
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.7,0.30000000000000004,5,38.19696903947704,8.808415156796503,3.9392430129272897,0.35903663781890727,636,diagnostic_test_fold_scan_not_for_final_model_selection,7
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.65,0.35,5,38.630865863936236,8.79852468693948,3.9348198603413467,0.35115092105736456,636,diagnostic_test_fold_scan_not_for_final_model_selection,8
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.6,0.4,5,39.095218717756175,8.80985211111518,3.9398856384347147,0.34141077219983246,636,diagnostic_test_fold_scan_not_for_final_model_selection,9
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.55,0.44999999999999996,5,39.606902973567664,8.83161676105138,3.9496190857874804,0.3298161912463112,636,diagnostic_test_fold_scan_not_for_final_model_selection,10
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.5,0.5,5,40.1535766586591,8.877847292962954,3.970294008185531,0.3163671781968006,636,diagnostic_test_fold_scan_not_for_final_model_selection,11
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.45,0.55,5,40.72334001598511,8.917268784299191,3.98792383506598,0.3010637330513009,636,diagnostic_test_fold_scan_not_for_final_model_selection,12
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.4,0.6,5,41.33202152535961,8.964195407561096,4.008910058979608,0.2839058558098117,636,diagnostic_test_fold_scan_not_for_final_model_selection,13
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.35,0.65,5,41.97595797321847,8.983819186296637,4.017686079625226,0.2648935464723334,636,diagnostic_test_fold_scan_not_for_final_model_selection,14
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.3,0.7,5,42.6522826668925,8.963923465709005,4.008788442886168,0.2440268050388658,636,diagnostic_test_fold_scan_not_for_final_model_selection,15
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.25,0.75,5,43.37750369370807,8.914707778170884,3.986778518307242,0.22130563150940902,636,diagnostic_test_fold_scan_not_for_final_model_selection,16
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.2,0.8,5,44.1417941151223,8.86284615363459,3.9635852947298975,0.1967300258839629,636,diagnostic_test_fold_scan_not_for_final_model_selection,17
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.15,0.85,5,44.912284785942596,8.806272297378468,3.9382846970622993,0.1702999881625275,636,diagnostic_test_fold_scan_not_for_final_model_selection,18
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.1,0.9,5,45.69791464123794,8.738384112589818,3.907924177851002,0.142015518345103,636,diagnostic_test_fold_scan_not_for_final_model_selection,19
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.05,0.95,5,46.50709345128567,8.664026774118264,3.8746705651613307,0.11187661643168886,636,diagnostic_test_fold_scan_not_for_final_model_selection,20
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,0.0,1.0,5,47.34085970294261,8.608767727502714,3.8499579682404907,0.07988328242228573,636,diagnostic_test_fold_scan_not_for_final_model_selection,21
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,1.0,0.0,5,34.39592203788163,8.651520575169146,3.8690776229632577,0.40980018525279605,636,diagnostic_test_fold_scan_not_for_final_model_selection,1
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.95,0.050000000000000044,5,34.48571089573912,8.67688905640312,3.8804227526682764,0.41216538982310535,636,diagnostic_test_fold_scan_not_for_final_model_selection,2
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.9,0.09999999999999998,5,34.596230757614784,8.700618034280247,3.891034674182245,0.413439436972238,636,diagnostic_test_fold_scan_not_for_final_model_selection,3
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.85,0.15000000000000002,5,34.73567932769963,8.729329033788812,3.903874623502868,0.41362232670019433,636,diagnostic_test_fold_scan_not_for_final_model_selection,4
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.8,0.19999999999999996,5,34.89062016866943,8.75453995721201,3.9151492912128307,0.41271405900697394,636,diagnostic_test_fold_scan_not_for_final_model_selection,5
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.75,0.25,5,35.082323469033916,8.747384325724518,3.9119491955272365,0.4107146338925771,636,diagnostic_test_fold_scan_not_for_final_model_selection,6
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.7,0.30000000000000004,5,35.301770676451056,8.72163194931859,3.9004323826820735,0.40762405135700386,636,diagnostic_test_fold_scan_not_for_final_model_selection,7
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.65,0.35,5,35.53149280173605,8.705114735474721,3.8930456600913153,0.403442311400254,636,diagnostic_test_fold_scan_not_for_final_model_selection,8
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.6,0.4,5,35.779050412556806,8.693960931106432,3.888057527136269,0.39816941402232764,636,diagnostic_test_fold_scan_not_for_final_model_selection,9
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.55,0.44999999999999996,5,36.06013869254727,8.690360188254369,3.8864472259789276,0.3918053592232247,636,diagnostic_test_fold_scan_not_for_final_model_selection,10
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.5,0.5,5,36.35994484572164,8.689594205263036,3.886104667971282,0.38435014700294534,636,diagnostic_test_fold_scan_not_for_final_model_selection,11
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.45,0.55,5,36.675158859577024,8.69566992874279,3.888821814113926,0.3758037773614893,636,diagnostic_test_fold_scan_not_for_final_model_selection,12
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.4,0.6,5,37.01222581985122,8.694946852604502,3.888498444634302,0.3661662502988568,636,diagnostic_test_fold_scan_not_for_final_model_selection,13
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.35,0.65,5,37.37896281127991,8.696720375904917,3.8892915883661834,0.3554375658150477,636,diagnostic_test_fold_scan_not_for_final_model_selection,14
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.3,0.7,5,37.78016366814421,8.695038295918309,3.888539339327454,0.34361772391006234,636,diagnostic_test_fold_scan_not_for_final_model_selection,15
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.25,0.75,5,38.18433923856217,8.697008130657391,3.88942027620366,0.33070672458390016,636,diagnostic_test_fold_scan_not_for_final_model_selection,16
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.2,0.8,5,38.592645429972265,8.701173326113429,3.8912830082395145,0.3167045678365616,636,diagnostic_test_fold_scan_not_for_final_model_selection,17
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.15,0.85,5,39.052291580932874,8.688893268341909,3.8857911994505656,0.30161125366804653,636,diagnostic_test_fold_scan_not_for_final_model_selection,18
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.1,0.9,5,39.52750205113498,8.664528402452035,3.874894900172081,0.28542678207835476,636,diagnostic_test_fold_scan_not_for_final_model_selection,19
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.05,0.95,5,40.02922623297945,8.62565454438865,3.8575099823366,0.2681511530674867,636,diagnostic_test_fold_scan_not_for_final_model_selection,20
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_structure_all,Magpie + all structure,0.0,1.0,5,40.54347308351945,8.586356198312053,3.839935227690483,0.2497843666354421,636,diagnostic_test_fold_scan_not_for_final_model_selection,21
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.55,0.44999999999999996,5,43.16700092235705,8.540180748642024,3.819284938819722,0.17688653765655976,636,diagnostic_test_fold_scan_not_for_final_model_selection,1
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.6,0.4,5,43.17155751789826,8.448910567415307,3.7784676729113893,0.17589389938050892,636,diagnostic_test_fold_scan_not_for_final_model_selection,2
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.65,0.35,5,43.18339449449823,8.371150903189047,3.743692493887894,0.17429580526529156,636,diagnostic_test_fold_scan_not_for_final_model_selection,3
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.5,0.5,5,43.18679636047248,8.623949585935177,3.856747501736444,0.17727372009344372,636,diagnostic_test_fold_scan_not_for_final_model_selection,4
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.7,0.30000000000000004,5,43.208811424739764,8.302596530064868,3.713034046195784,0.1720922553109076,636,diagnostic_test_fold_scan_not_for_final_model_selection,5
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.45,0.55,5,43.23982935883173,8.699048563400567,3.890332785467111,0.1770554466911611,636,diagnostic_test_fold_scan_not_for_final_model_selection,6
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.75,0.25,5,43.24215993043066,8.240660972065854,3.685335622613749,0.16928324951735702,636,diagnostic_test_fold_scan_not_for_final_model_selection,7
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.8,0.19999999999999996,5,43.29943239452143,8.183380759311488,3.6597191327168663,0.16586878788463966,636,diagnostic_test_fold_scan_not_for_final_model_selection,8
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.4,0.6,5,43.313955672699876,8.773632505659661,3.923687738451362,0.17623171744971194,636,diagnostic_test_fold_scan_not_for_final_model_selection,9
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.85,0.15000000000000002,5,43.382139245258244,8.12315830657385,3.6327868330982414,0.16184887041275586,636,diagnostic_test_fold_scan_not_for_final_model_selection,10
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.35,0.65,5,43.43706347482482,8.848518517077613,3.9571777808702353,0.1748025323690963,636,diagnostic_test_fold_scan_not_for_final_model_selection,11
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.9,0.09999999999999998,5,43.50669641237759,8.046577683056725,3.598538937109519,0.15722349710170538,636,diagnostic_test_fold_scan_not_for_final_model_selection,12
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.3,0.7,5,43.590817420191556,8.919153325598568,3.9887666275563425,0.17276789144931393,636,diagnostic_test_fold_scan_not_for_final_model_selection,13
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.95,0.050000000000000044,5,43.63836015560005,7.97709536082074,3.5674654979586773,0.1519926679514883,636,diagnostic_test_fold_scan_not_for_final_model_selection,14
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.25,0.75,5,43.75491470532774,8.98655417262085,4.01890920269292,0.1701277946903646,636,diagnostic_test_fold_scan_not_for_final_model_selection,15
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,1.0,0.0,5,43.787273305662936,7.933917321044478,3.548155691543695,0.14615638296210448,636,diagnostic_test_fold_scan_not_for_final_model_selection,16
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.2,0.8,5,43.92623288272306,9.056043698285958,4.049985863315199,0.16688224209224894,636,diagnostic_test_fold_scan_not_for_final_model_selection,17
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.15,0.85,5,44.09946715488468,9.126785189642186,4.0816224200156475,0.16303123365496677,636,diagnostic_test_fold_scan_not_for_final_model_selection,18
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.1,0.9,5,44.28186454084911,9.192441355682261,4.110984750097171,0.15857476937851775,636,diagnostic_test_fold_scan_not_for_final_model_selection,19
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.05,0.95,5,44.4797036864352,9.25680429185716,4.139768730200882,0.15351284926290204,636,diagnostic_test_fold_scan_not_for_final_model_selection,20
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,0.0,1.0,5,44.70899397368537,9.37059162963868,4.1906559746525245,0.14784547330812,636,diagnostic_test_fold_scan_not_for_final_model_selection,21
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,1.0,0.0,5,36.85315422302192,1.5790417470921756,0.7061689371616271,0.9683042135454973,1265,diagnostic_test_fold_scan_not_for_final_model_selection,1
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.95,0.050000000000000044,5,37.08905392085278,1.7041193560561243,0.7621053443829323,0.9681980754272042,1265,diagnostic_test_fold_scan_not_for_final_model_selection,2
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.9,0.09999999999999998,5,37.43715404518705,1.8236295667605351,0.8155519354110095,0.9679699982037808,1265,diagnostic_test_fold_scan_not_for_final_model_selection,3
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.85,0.15000000000000002,5,37.8363547276568,1.9488355387533518,0.871545748323984,0.9676199818752276,1265,diagnostic_test_fold_scan_not_for_final_model_selection,4
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.8,0.19999999999999996,5,38.263857049027926,2.086685406126916,0.9331940831513081,0.967148026441544,1265,diagnostic_test_fold_scan_not_for_final_model_selection,5
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.75,0.25,5,38.74799322963165,2.236481649021745,1.0001849995286896,0.9665541319027305,1265,diagnostic_test_fold_scan_not_for_final_model_selection,6
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.7,0.30000000000000004,5,39.291178426006425,2.4106728370723864,1.0780856670412262,0.965838298258787,1265,diagnostic_test_fold_scan_not_for_final_model_selection,7
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.65,0.35,5,39.912374266365646,2.622733218786742,1.1729219528107966,0.9650005255097135,1265,diagnostic_test_fold_scan_not_for_final_model_selection,8
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.6,0.4,5,40.61144027333529,2.901694174964396,1.2976770850271115,0.9640408136555096,1265,diagnostic_test_fold_scan_not_for_final_model_selection,9
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.55,0.44999999999999996,5,41.3727028418421,3.209653909888918,1.4354008653519208,0.962959162696176,1265,diagnostic_test_fold_scan_not_for_final_model_selection,10
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.5,0.5,5,42.16495986018632,3.5024352389164295,1.5663366562015706,0.9617555726317122,1265,diagnostic_test_fold_scan_not_for_final_model_selection,11
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.45,0.55,5,42.98087345424518,3.788594539366019,1.6943109858413843,0.9604300434621182,1265,diagnostic_test_fold_scan_not_for_final_model_selection,12
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.4,0.6,5,43.814086456421066,4.08240012617493,1.8257048386961723,0.9589825751873944,1265,diagnostic_test_fold_scan_not_for_final_model_selection,13
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.35,0.65,5,44.672986261300416,4.395789382722708,1.965856774907963,0.9574131678075405,1265,diagnostic_test_fold_scan_not_for_final_model_selection,14
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.3,0.7,5,45.56095109590204,4.692185444845825,2.098409123542071,0.9557218213225565,1265,diagnostic_test_fold_scan_not_for_final_model_selection,15
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.25,0.75,5,46.48098732689637,4.977172049473297,2.2258590076668474,0.9539085357324423,1265,diagnostic_test_fold_scan_not_for_final_model_selection,16
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.2,0.8,5,47.415883121247866,5.260857760249089,2.3527271143748507,0.9519733110371981,1265,diagnostic_test_fold_scan_not_for_final_model_selection,17
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.15,0.85,5,48.377338961229505,5.539603505892339,2.4773860015142852,0.9499161472368239,1265,diagnostic_test_fold_scan_not_for_final_model_selection,18
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.1,0.9,5,49.356067086777344,5.8173618779238145,2.601603321750696,0.9477370443313197,1265,diagnostic_test_fold_scan_not_for_final_model_selection,19
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.05,0.95,5,50.349822618846964,6.0836826230668075,2.7207055797423223,0.9454360023206853,1265,diagnostic_test_fold_scan_not_for_final_model_selection,20
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,0.0,1.0,5,51.35537255835523,6.343861469597808,2.837061097172483,0.9430130212049208,1265,diagnostic_test_fold_scan_not_for_final_model_selection,21
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,1.0,0.0,5,35.409783705517455,1.3363660501507268,0.5976410661919836,0.969963741871452,1265,diagnostic_test_fold_scan_not_for_final_model_selection,1
