task,target,unit,feature_source,tabpfn_feature_set,feature_set_display,model_tabpfn,model_display,fold,mbid,y_true,tabpfn_y_pred,tabpfn_absolute_error,ensemble_tabpfn_weight,ensemble_extra_trees_weight,inner_selected_tabpfn_weight,inner_selected_extra_trees_weight,baseline_feature_set,baseline_model,baseline_y_pred,baseline_absolute_error,tabpfn_error_minus_baseline_error,tabpfn_error_ratio_vs_baseline
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,1,mb-jdft2d-110,80.67774999999955,382.60980224609375,301.9320522460942,,,,,magpie_structure_all,extra_trees,238.12066090383883,157.44291090383928,144.48914134225492,1.9177240214423115
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,0,mb-jdft2d-465,101.4872,316.6907043457031,215.20350434570312,,,,,magpie_structure_all,extra_trees,176.5663579292499,75.0791579292499,140.12434641645322,2.866354795141656
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,4,mb-jdft2d-065,591.187555555556,89.0120620727539,502.17549348280204,,,,,magpie_structure_all,extra_trees,221.98237649291488,369.20517906264104,132.970314420161,1.360152895898572
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,4,mb-jdft2d-424,107.36085714285714,309.4686584472656,202.1078013044085,,,,,magpie_structure_all,extra_trees,179.82733901127057,72.46648186841342,129.64131943599506,2.7889832111817054
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,2,mb-jdft2d-443,422.91219999999987,120.07110595703125,302.8410940429686,,,,,magpie_structure_all,extra_trees,239.2423407995347,183.66985920046517,119.17123484250345,1.6488339206077076
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,1,mb-jdft2d-514,45.2827857142859,251.4444580078125,206.1616722935266,,,,,magpie_structure_all,extra_trees,138.86259320723062,93.57980749294472,112.58186480058188,2.2030572387004512
matbench_phonons,last phdos peak,cm^-1,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,1,mb-phonons-0371,1784.5856373556146,2118.634765625,334.0491282693854,,,,,magpie_density_packing,extra_trees,1756.5780897192194,28.007547636395202,306.0415806329902,11.927110956165823
matbench_phonons,last phdos peak,cm^-1,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,2,mb-phonons-0542,1054.168039020076,736.5390625,317.6289765200761,,,,,magpie_density_packing,extra_trees,988.5945925157009,65.57344650437517,252.05553001570092,4.843865824543527
matbench_phonons,last phdos peak,cm^-1,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,1,mb-phonons-0726,1151.5856876169494,1430.744140625,279.1584530080506,,,,,magpie_density_packing,extra_trees,1094.0655108663816,57.52017675056777,221.63827625748286,4.853226620262343
matbench_phonons,last phdos peak,cm^-1,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,0,mb-phonons-0823,2275.5855983693336,3445.6787109375,1170.0931125681664,,,,,magpie_density_packing,extra_trees,3263.388400424079,987.8028020547454,182.290310513421,1.1845411960102117
matbench_phonons,last phdos peak,cm^-1,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,3,mb-phonons-1221,918.5857061175667,1198.6658935546875,280.0801874371208,,,,,magpie_density_packing,extra_trees,1033.0604522345761,114.47474611700943,165.60544132011137,2.4466548032422724
matbench_phonons,last phdos peak,cm^-1,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,1,mb-phonons-1126,1204.5856834086542,1035.0040283203125,169.58165508834168,,,,,magpie_density_packing,extra_trees,1212.2188247405495,7.633141331895331,161.94851375644635,22.21649615994128
matbench_phonons,last phdos peak,cm^-1,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,3,mb-phonons-0639,2264.5855992427537,2586.51806640625,321.9324671634963,,,,,magpie_density_packing,extra_trees,2427.148916150994,162.56331690824027,159.36915025525605,1.9803512458177315
matbench_phonons,last phdos peak,cm^-1,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,2,mb-phonons-0385,1001.585699527218,634.5568237304688,367.0288757967493,,,,,magpie_density_packing,extra_trees,792.8650532684926,208.72064625872542,158.30822953802385,1.7584694297170225
matbench_phonons,last phdos peak,cm^-1,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,4,mb-phonons-0573,2551.585576454439,2707.081787109375,155.49621065493602,,,,,magpie_density_packing,extra_trees,2558.58322948569,6.997653031251048,148.49855762368497,22.221194729218556
matbench_phonons,last phdos peak,cm^-1,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,0,mb-phonons-0200,1223.58568190002,1082.781494140625,140.80418775939506,,,,,magpie_density_packing,extra_trees,1228.7206717604633,5.134989860443284,135.66919789895178,27.420538615677028
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,1,mb-phonons-0371,1784.5856373556146,2084.1064453125,299.5208079568854,,,,,magpie_density_packing,extra_trees,1756.5780897192194,28.007547636395202,271.5132603204902,10.694288976863671
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,2,mb-phonons-0542,1054.168039020076,746.5076904296875,307.6603485903886,,,,,magpie_density_packing,extra_trees,988.5945925157009,65.57344650437517,242.08690208601342,4.691843497502621
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,1,mb-phonons-0726,1151.5856876169494,1411.164306640625,259.5786190236756,,,,,magpie_density_packing,extra_trees,1094.0655108663816,57.52017675056777,202.05844227310786,4.512827214515007
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,3,mb-phonons-0639,2264.5855992427537,2627.39453125,362.8089320072463,,,,,magpie_density_packing,extra_trees,2427.148916150994,162.56331690824027,200.24561509900605,2.231800746364174
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,3,mb-phonons-1264,1090.5856924604586,1739.533203125,648.9475106645414,,,,,magpie_density_packing,extra_trees,1554.2734264349044,463.6877339744458,185.25977669009558,1.3995356424509289
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,0,mb-phonons-0823,2275.5855983693336,3427.221435546875,1151.6358371775414,,,,,magpie_density_packing,extra_trees,3263.388400424079,987.8028020547454,163.833035122796,1.1658560137529517
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,2,mb-phonons-0385,1001.585699527218,644.9994506835938,356.5862488436243,,,,,magpie_density_packing,extra_trees,792.8650532684926,208.72064625872542,147.86560258489885,1.7084378341834376
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,1,mb-phonons-1126,1204.5856834086542,1052.8836669921875,151.70201641646668,,,,,magpie_density_packing,extra_trees,1212.2188247405495,7.633141331895331,144.06887508457135,19.874126499214004
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,3,mb-phonons-0530,1070.5856940484944,1268.4310302734375,197.84533622494314,,,,,magpie_density_packing,extra_trees,1145.7286800145143,75.14298596601998,122.70235025892316,2.632918211613387
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,0,mb-phonons-0200,1223.58568190002,1096.7239990234375,126.86168287658256,,,,,magpie_density_packing,extra_trees,1228.7206717604633,5.134989860443284,121.72669301613928,24.705342429951962
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,1,mb-phonons-0371,1784.5856373556146,2211.89013671875,427.3044993631354,,,,,magpie_density_packing,extra_trees,1756.5780897192194,28.007547636395202,399.2969517267402,15.25676238814506
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,1,mb-phonons-0726,1151.5856876169494,1447.400390625,295.8147030080506,,,,,magpie_density_packing,extra_trees,1094.0655108663816,57.52017675056777,238.29452625748286,5.142798922382148
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,2,mb-phonons-0542,1054.168039020076,753.6661376953125,300.5019013247636,,,,,magpie_density_packing,extra_trees,988.5945925157009,65.57344650437517,234.92845482038842,4.582676637329313
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,3,mb-phonons-1221,918.5857061175667,1220.2686767578125,301.6829706402458,,,,,magpie_density_packing,extra_trees,1033.0604522345761,114.47474611700943,187.20822452323637,2.6353670208788498
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,2,mb-phonons-0385,1001.585699527218,637.4597778320312,364.1259216951868,,,,,magpie_density_packing,extra_trees,792.8650532684926,208.72064625872542,155.40527543646135,1.7445611070206464
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,0,mb-phonons-0823,2275.5855983693336,3404.3369140625,1128.7513156931664,,,,,magpie_density_packing,extra_trees,3263.388400424079,987.8028020547454,140.948513638421,1.1426889186234657
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,1,mb-phonons-1126,1204.5856834086542,1059.038818359375,145.54686504927918,,,,,magpie_density_packing,extra_trees,1212.2188247405495,7.633141331895331,137.91372371738385,19.067754509025903
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,4,mb-phonons-0573,2551.585576454439,2692.5869140625,141.00133760806102,,,,,magpie_density_packing,extra_trees,2558.58322948569,6.997653031251048,134.00368457680997,20.149804081219592
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,3,mb-phonons-0456,472.58574153076637,766.524658203125,293.93891667235863,,,,,magpie_density_packing,extra_trees,636.1982773501093,163.6125358193429,130.32638085301573,1.7965549840075765
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,2,mb-phonons-1265,1038.5856965893518,1191.8486328125,153.26293622314824,,,,,magpie_density_packing,extra_trees,1067.4615057354792,28.875809146127494,124.38712707702075,5.307658581879157
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,1,mb-phonons-0371,1784.5856373556146,2080.013916015625,295.4282786600104,,,,,magpie_density_packing,extra_trees,1756.5780897192194,28.007547636395202,267.4207310236152,10.548166604780054
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,2,mb-phonons-0542,1054.168039020076,738.5354614257812,315.63257759429484,,,,,magpie_density_packing,extra_trees,988.5945925157009,65.57344650437517,250.05913108991967,4.813420590501298
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,3,mb-phonons-0639,2264.5855992427537,2641.4638671875,376.8782679447463,,,,,magpie_density_packing,extra_trees,2427.148916150994,162.56331690824027,214.31495103650605,2.3183475528952036
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,3,mb-phonons-1264,1090.5856924604586,1742.3970947265625,651.8114022661039,,,,,magpie_density_packing,extra_trees,1554.2734264349044,463.6877339744458,188.12366829165808,1.4057119792218307
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,2,mb-phonons-0385,1001.585699527218,632.501953125,369.083746402218,,,,,magpie_density_packing,extra_trees,792.8650532684926,208.72064625872542,160.3631001434926,1.768314505622554
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,1,mb-phonons-1126,1204.5856834086542,1053.3663330078125,151.21935040084168,,,,,magpie_density_packing,extra_trees,1212.2188247405495,7.633141331895331,143.58620906894635,19.810893552955278
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,3,mb-phonons-0530,1070.5856940484944,1266.7890625,196.20336845150564,,,,,magpie_density_packing,extra_trees,1145.7286800145143,75.14298596601998,121.06038248548566,2.611066966918639
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,1,mb-phonons-0726,1151.5856876169494,1315.472900390625,163.88721277367563,,,,,magpie_density_packing,extra_trees,1094.0655108663816,57.52017675056777,106.36703602310786,2.8492126073318773
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,3,mb-phonons-1201,1208.585683091047,1099.45166015625,109.13402293479703,,,,,magpie_density_packing,extra_trees,1204.6708115899812,3.914871501065818,105.21915143373121,27.8767829046459
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,3,mb-phonons-0626,895.0107895499382,1002.5205688476562,107.50977929771807,,,,,magpie_density_packing,extra_trees,898.3841146322451,3.3733250823069056,104.13645421541116,31.870565888122375
matbench_phonons,last phdos peak,cm^-1,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,1,mb-phonons-0371,1784.5856373556146,2074.09326171875,289.5076243631354,,,,,magpie_density_packing,extra_trees,1756.5780897192194,28.007547636395202,261.5000767267402,10.336771648901045
matbench_phonons,last phdos peak,cm^-1,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,3,mb-phonons-1264,1090.5856924604586,1783.220458984375,692.6347665239164,,,,,magpie_density_packing,extra_trees,1554.2734264349044,463.6877339744458,228.94703254947058,1.4937526179247347
matbench_phonons,last phdos peak,cm^-1,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,2,mb-phonons-0542,1054.168039020076,761.6353759765625,292.5326630435136,,,,,magpie_density_packing,extra_trees,988.5945925157009,65.57344650437517,226.95921653913842,4.461145153076487
matbench_phonons,last phdos peak,cm^-1,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,1,mb-phonons-1126,1204.5856834086542,1036.6678466796875,167.91783672896668,,,,,magpie_density_packing,extra_trees,1212.2188247405495,7.633141331895331,160.28469539707135,21.99852320660126
matbench_phonons,last phdos peak,cm^-1,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,2,mb-phonons-0385,1001.585699527218,647.7626342773438,353.8230652498743,,,,,magpie_density_packing,extra_trees,792.8650532684926,208.72064625872542,145.10241899114885,1.6951991649704032
matbench_phonons,last phdos peak,cm^-1,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,3,mb-phonons-0530,1070.5856940484944,1264.457275390625,193.87158134213064,,,,,magpie_density_packing,extra_trees,1145.7286800145143,75.14298596601998,118.72859537611066,2.5800356327309153
matbench_phonons,last phdos peak,cm^-1,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,3,mb-phonons-1201,1208.585683091047,1091.084716796875,117.50096629417203,,,,,magpie_density_packing,extra_trees,1204.6708115899812,3.914871501065818,113.58609479310621,30.01400333629918
matbench_phonons,last phdos peak,cm^-1,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,1,mb-phonons-0726,1151.5856876169494,1309.6007080078125,158.01502039086313,,,,,magpie_density_packing,extra_trees,1094.0655108663816,57.52017675056777,100.49484364029536,2.7471233455363713
matbench_phonons,last phdos peak,cm^-1,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,0,mb-phonons-0200,1223.58568190002,1119.679931640625,103.90575025939506,,,,,magpie_density_packing,extra_trees,1228.7206717604633,5.134989860443284,98.77076039895178,20.23485013277617
matbench_phonons,last phdos peak,cm^-1,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,3,mb-phonons-0626,895.0107895499382,997.1057739257812,102.09498437584307,,,,,magpie_density_packing,extra_trees,898.3841146322451,3.3733250823069056,98.72165929353616,30.265385601681675
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density,Magpie + density,tabpfn,TabPFN,1,mb-phonons-1239,1840.5856329091127,1136.625732421875,703.9599004872377,,,,,magpie_density_packing,extra_trees,1325.2222613978045,515.3633715113083,188.59652897592946,1.3659486478887086
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density,Magpie + density,tabpfn,TabPFN,3,mb-phonons-0639,2264.5855992427537,2594.822021484375,330.2364222416213,,,,,magpie_density_packing,extra_trees,2427.148916150994,162.56331690824027,167.67310533338105,2.0314326043680877
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density,Magpie + density,tabpfn,TabPFN,1,mb-phonons-0371,1784.5856373556146,1617.69140625,166.8942311056146,,,,,magpie_density_packing,extra_trees,1756.5780897192194,28.007547636395202,138.8866834692194,5.958901981433717
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density,Magpie + density,tabpfn,TabPFN,2,mb-phonons-0991,426.5857451832489,260.12591552734375,166.45982965590514,,,,,magpie_density_packing,extra_trees,387.9841755034689,38.60156967977997,127.85825997612517,4.312255461028546
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density,Magpie + density,tabpfn,TabPFN,3,mb-phonons-0530,1070.5856940484944,1272.122802734375,201.53710868588064,,,,,magpie_density_packing,extra_trees,1145.7286800145143,75.14298596601998,126.39412271986066,2.682048179147641
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density,Magpie + density,tabpfn,TabPFN,2,mb-phonons-0385,1001.585699527218,670.3168334960938,331.2688660311243,,,,,magpie_density_packing,extra_trees,792.8650532684926,208.72064625872542,122.54821977239885,1.5871399019169903
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density,Magpie + density,tabpfn,TabPFN,3,mb-phonons-1201,1208.585683091047,1099.9285888671875,108.65709422385953,,,,,magpie_density_packing,extra_trees,1204.6708115899812,3.914871501065818,104.74222272279371,27.754958034836598
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density,Magpie + density,tabpfn,TabPFN,2,mb-phonons-0126,432.585744706838,286.54547119140625,146.04027351543175,,,,,magpie_density_packing,extra_trees,389.92603877974085,42.65970592709715,103.3805675883346,3.423377408297322
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density,Magpie + density,tabpfn,TabPFN,3,mb-phonons-0613,1128.5856894431904,994.4031982421875,134.1824912010029,,,,,magpie_density_packing,extra_trees,1096.2577849950917,32.32790444809871,101.8545867529042,4.15067086752957
matbench_phonons,last phdos peak,cm^-1,structure,magpie_density,Magpie + density,tabpfn,TabPFN,3,mb-phonons-1264,1090.5856924604586,1652.5709228515625,561.9852303911039,,,,,magpie_density_packing,extra_trees,1554.2734264349044,463.6877339744458,98.29749641665808,1.211990719646846
matbench_phonons,last phdos peak,cm^-1,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,1,mb-phonons-1239,1840.5856329091127,1045.910888671875,794.6747442372377,,,,,magpie_density_packing,extra_trees,1325.2222613978045,515.3633715113083,279.31137272592946,1.5419697793167684
matbench_phonons,last phdos peak,cm^-1,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,3,mb-phonons-1221,918.5857061175667,1293.12548828125,374.5397821636833,,,,,magpie_density_packing,extra_trees,1033.0604522345761,114.47474611700943,260.06503604667387,3.2718114245114855
matbench_phonons,last phdos peak,cm^-1,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,1,mb-phonons-0726,1151.5856876169494,1389.863037109375,238.27734949242563,,,,,magpie_density_packing,extra_trees,1094.0655108663816,57.52017675056777,180.75717274185786,4.142500300819636
matbench_phonons,last phdos peak,cm^-1,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,4,mb-phonons-0394,2131.5856098031923,1353.3560791015625,778.2295307016298,,,,,magpie_density_packing,extra_trees,1532.2408082709005,599.3448015322917,178.88472916933802,1.298467140637575
matbench_phonons,last phdos peak,cm^-1,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,3,mb-phonons-1264,1090.5856924604586,1720.81982421875,630.2341317582914,,,,,magpie_density_packing,extra_trees,1554.2734264349044,463.6877339744458,166.54639778384558,1.3591779242386086
matbench_phonons,last phdos peak,cm^-1,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,2,mb-phonons-0542,1054.168039020076,830.5178833007812,223.65015571929484,,,,,magpie_density_packing,extra_trees,988.5945925157009,65.57344650437517,158.07670921491967,3.410681726243755
matbench_phonons,last phdos peak,cm^-1,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,0,mb-phonons-1186,765.585718266041,1624.4002685546875,858.8145502886465,,,,,magpie_density_packing,extra_trees,1476.4905742632188,710.9048559971778,147.90969429146867,1.208058354143604
matbench_phonons,last phdos peak,cm^-1,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,2,mb-phonons-0385,1001.585699527218,653.3278198242188,348.2578797029993,,,,,magpie_density_packing,extra_trees,792.8650532684926,208.72064625872542,139.53723344427385,1.668535844179529
matbench_phonons,last phdos peak,cm^-1,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,4,mb-phonons-0850,767.5857181072374,916.5845336914062,148.99881558416882,,,,,magpie_density_packing,extra_trees,756.548550397231,11.037167710006429,137.9616478741624,13.499732857106512
matbench_phonons,last phdos peak,cm^-1,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,4,mb-phonons-0573,2551.585576454439,2686.9658203125,135.38024385806102,,,,,magpie_density_packing,extra_trees,2558.58322948569,6.997653031251048,128.38259082680997,19.346521362728613
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,1,mb-phonons-1239,1840.5856329091127,1017.890625,822.6950079091127,,,,,magpie_density_packing,extra_trees,1325.2222613978045,515.3633715113083,307.33163639780446,1.596339696196397
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,1,mb-phonons-0371,1784.5856373556146,1494.0418701171875,290.5437672384271,,,,,magpie_density_packing,extra_trees,1756.5780897192194,28.007547636395202,262.5362196020319,10.373766779240313
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,1,mb-phonons-0726,1151.5856876169494,1461.45849609375,309.8728084768006,,,,,magpie_density_packing,extra_trees,1094.0655108663816,57.52017675056777,252.35263172623286,5.38720195211747
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,4,mb-phonons-0394,2131.5856098031923,1300.847412109375,830.7381976938173,,,,,magpie_density_packing,extra_trees,1532.2408082709005,599.3448015322917,231.39339616152552,1.3860772556464034
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,3,mb-phonons-1264,1090.5856924604586,1751.26171875,660.6760262895414,,,,,magpie_density_packing,extra_trees,1554.2734264349044,463.6877339744458,196.98829231509558,1.4248296383142016
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,2,mb-phonons-0542,1054.168039020076,803.7562866210938,250.41175239898234,,,,,magpie_density_packing,extra_trees,988.5945925157009,65.57344650437517,184.83830589460717,3.8187980920337083
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,4,mb-phonons-0850,767.5857181072374,962.2933959960938,194.70767788885632,,,,,magpie_density_packing,extra_trees,756.548550397231,11.037167710006429,183.6705101788499,17.64109081284794
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,1,mb-phonons-1126,1204.5856834086542,1388.7880859375,184.20240252884582,,,,,magpie_density_packing,extra_trees,1212.2188247405495,7.633141331895331,176.5692611969505,24.13192609956664
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,2,mb-phonons-0551,1111.5856907930208,1497.7020263671875,386.11633557416667,,,,,magpie_density_packing,extra_trees,1340.0137104920632,228.42801969904235,157.68831587512432,1.6903194979446097
matbench_phonons,last phdos peak,cm^-1,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,1,mb-phonons-0976,990.5857004006378,811.4562377929688,179.1294626076691,,,,,magpie_density_packing,extra_trees,967.6464091605267,22.939291240111174,156.19017136755792,7.808849049984901
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,1,mb-phonons-1239,1840.5856329091127,978.504638671875,862.0809942372377,,,,,magpie_density_packing,extra_trees,1325.2222613978045,515.3633715113083,346.71762272592946,1.6727634168279684
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,1,mb-phonons-0371,1784.5856373556146,1435.813720703125,348.7719166524896,,,,,magpie_density_packing,extra_trees,1756.5780897192194,28.007547636395202,320.7643690160944,12.452783127619073
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,3,mb-phonons-1264,1090.5856924604586,1874.759033203125,784.1733407426664,,,,,magpie_density_packing,extra_trees,1554.2734264349044,463.6877339744458,320.4856067682206,1.6911668851388741
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,4,mb-phonons-0394,2131.5856098031923,1296.3900146484375,835.1955951547548,,,,,magpie_density_packing,extra_trees,1532.2408082709005,599.3448015322917,235.85079362246302,1.3935143727274921
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,0,mb-phonons-0200,1223.58568190002,1442.4306640625,218.84498216247994,,,,,magpie_density_packing,extra_trees,1228.7206717604633,5.134989860443284,213.70999230203665,42.61838642532157
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,2,mb-phonons-0551,1111.5856907930208,1527.4620361328125,415.87634533979167,,,,,magpie_density_packing,extra_trees,1340.0137104920632,228.42801969904235,187.44832564074932,1.8206012812601342
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,1,mb-phonons-1126,1204.5856834086542,1388.080810546875,183.49512713822082,,,,,magpie_density_packing,extra_trees,1212.2188247405495,7.633141331895331,175.8619858063255,24.039267604214327
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,4,mb-phonons-0850,767.5857181072374,951.3680419921875,183.78232388495007,,,,,magpie_density_packing,extra_trees,756.548550397231,11.037167710006429,172.74515617494365,16.651221464935322
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,3,mb-phonons-0181,1209.5856830116452,2026.7489013671875,817.1632183555423,,,,,magpie_density_packing,extra_trees,1861.2238896474328,651.6382066357876,165.52501171975473,1.2540136689871373
