task,feature_source,feature_set,feature_set_display,model,model_display,mean_mae,best_baseline_model,best_baseline_display,best_baseline_feature_set,best_baseline_feature_set_display,best_baseline_mean_mae,mae_delta_vs_best_baseline,mae_pct_change_vs_best_baseline
matbench_phonons,structure,magpie_symmetry,Magpie + symmetry,ridge_cv,RidgeCV,155.3782800112102,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,111.15125258234187,251.31974506111638
matbench_phonons,composition_from_structure,magpie,Magpie composition,dummy_mean,Dummy mean,323.9822262402079,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,279.7551988113396,632.5435261532746
matbench_phonons,structure,magpie_complexity,Magpie + complexity,dummy_mean,Dummy mean,323.9822262402079,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,279.7551988113396,632.5435261532746
matbench_phonons,structure,magpie_density,Magpie + density,dummy_mean,Dummy mean,323.9822262402079,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,279.7551988113396,632.5435261532746
matbench_phonons,structure,magpie_density_packing,Magpie + density + packing,dummy_mean,Dummy mean,323.9822262402079,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,279.7551988113396,632.5435261532746
matbench_phonons,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,dummy_mean,Dummy mean,323.9822262402079,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,279.7551988113396,632.5435261532746
matbench_phonons,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,dummy_mean,Dummy mean,323.9822262402079,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,279.7551988113396,632.5435261532746
matbench_phonons,structure,magpie_packing,Magpie + packing,dummy_mean,Dummy mean,323.9822262402079,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,279.7551988113396,632.5435261532746
matbench_phonons,structure,magpie_structure_all,Magpie + all structure,dummy_mean,Dummy mean,323.9822262402079,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,279.7551988113396,632.5435261532746
matbench_phonons,structure,magpie_symmetry,Magpie + symmetry,dummy_mean,Dummy mean,323.9822262402079,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,279.7551988113396,632.5435261532746
matbench_steels,composition,magpie,Magpie composition,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,87.00428388329844,extra_trees,Extra trees,magpie,Magpie composition,90.77583349718381,-3.7715496138853695,-4.154794804503091
matbench_steels,composition,magpie,Magpie composition,tabpfn,TabPFN,87.65086036756352,extra_trees,Extra trees,magpie,Magpie composition,90.77583349718381,-3.1249731296202867,-3.442516591948709
matbench_steels,composition,magpie,Magpie composition,tabpfn_extra_trees_inner_tuned,TabPFN + ExtraTrees tuned,89.97500323795528,extra_trees,Extra trees,magpie,Magpie composition,90.77583349718381,-0.8008302592285332,-0.8822064511843649
matbench_steels,composition,magpie,Magpie composition,extra_trees,Extra trees,90.77583349718381,extra_trees,Extra trees,magpie,Magpie composition,90.77583349718381,0.0,0.0
matbench_steels,composition,magpie,Magpie composition,random_forest,Random forest,104.24786910394273,extra_trees,Extra trees,magpie,Magpie composition,90.77583349718381,13.472035606758922,14.840993563751605
matbench_steels,composition,magpie,Magpie composition,hist_gradient_boosting,HistGradientBoosting,128.20546440650804,extra_trees,Extra trees,magpie,Magpie composition,90.77583349718381,37.42963090932423,41.23303468261234
matbench_steels,composition,magpie,Magpie composition,ridge_cv,RidgeCV,158.51421285666584,extra_trees,Extra trees,magpie,Magpie composition,90.77583349718381,67.73837935948202,74.621599989587
matbench_steels,composition,magpie,Magpie composition,dummy_mean,Dummy mean,229.7445296531132,extra_trees,Extra trees,magpie,Magpie composition,90.77583349718381,138.9686961559294,153.08996987644372
