status,task,target,unit,matbench_input_type,feature_source,feature_set,feature_set_display,model,model_display,fold,train_size,test_size,n_features,mae,r2,fit_seconds,predict_seconds,random_seed,ensemble_tabpfn_weight,ensemble_extra_trees_weight,inner_val_fraction,inner_selected_tabpfn_weight,inner_selected_extra_trees_weight,inner_selected_val_mae
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,dummy_mean,Dummy mean,2,509,127,133,83.12200287791626,-0.027080775891583198,0.0026335716247558594,0.0006380081176757812,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,dummy_mean,Dummy mean,3,509,127,133,61.317426388547496,-0.015973675928532494,0.0026378631591796875,0.0006349086761474609,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,dummy_mean,Dummy mean,4,509,127,133,66.0294695504642,-0.0001963542111964589,0.0025970935821533203,0.0006422996520996094,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,ridge_cv,RidgeCV,0,508,128,133,50.958858939929264,-0.02208170796289588,0.01194453239440918,0.0010824203491210938,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,ridge_cv,RidgeCV,1,509,127,133,52.94819105131278,0.36757093414000175,0.01207733154296875,0.001068115234375,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,ridge_cv,RidgeCV,2,509,127,133,72.68854674900712,0.2581703876497371,0.012192249298095703,0.0010809898376464844,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,ridge_cv,RidgeCV,3,509,127,133,48.43141171408654,0.20451447483581253,0.012338876724243164,0.0011000633239746094,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,ridge_cv,RidgeCV,4,509,127,133,63.02345537559812,0.03780646160100565,0.0344691276550293,0.0010528564453125,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,random_forest,Random forest,0,508,128,133,39.74345554987281,0.06953162476254449,0.3707108497619629,0.041214704513549805,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,random_forest,Random forest,1,509,127,133,45.25030282760185,0.328749151768319,0.38956451416015625,0.039177894592285156,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,random_forest,Random forest,2,509,127,133,61.42554431848049,0.2943608863537095,0.38512158393859863,0.24938654899597168,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,random_forest,Random forest,3,509,127,133,40.75025184817152,0.1939663199700168,0.38614869117736816,0.048720598220825195,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,random_forest,Random forest,4,509,127,133,50.28422443977411,0.058275440174558324,0.41465091705322266,0.04250621795654297,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,extra_trees,Extra trees,0,508,128,133,38.169198886863285,0.05477594569619981,0.23101592063903809,0.03989386558532715,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,extra_trees,Extra trees,1,509,127,133,49.34400911887173,0.1161273320832028,0.2132279872894287,0.04055905342102051,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,extra_trees,Extra trees,2,509,127,133,59.71204891672998,0.29785423987267323,0.22980880737304688,0.037442684173583984,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,extra_trees,Extra trees,3,509,127,133,40.17162704423784,-0.10220724136957626,0.2136979103088379,0.03073263168334961,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,extra_trees,Extra trees,4,509,127,133,49.307414548010215,0.032866135828929055,0.2139267921447754,0.03930354118347168,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,hist_gradient_boosting,HistGradientBoosting,0,508,128,133,37.7855460988326,0.18259476161685084,0.15027499198913574,0.0021305084228515625,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,hist_gradient_boosting,HistGradientBoosting,1,509,127,133,46.34117956750678,0.38592307163558404,0.10198783874511719,0.0014700889587402344,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,hist_gradient_boosting,HistGradientBoosting,2,509,127,133,66.10257829230375,0.24595602314100795,0.06851696968078613,0.001241445541381836,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,hist_gradient_boosting,HistGradientBoosting,3,509,127,133,43.4729308723492,0.2880997767627649,0.07366204261779785,0.0013270378112792969,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,hist_gradient_boosting,HistGradientBoosting,4,509,127,133,58.75636111447167,0.05455594768556171,0.042223453521728516,0.001018524169921875,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,0,508,128,133,27.423776902971454,0.2565907060410708,0.23674774169921875,0.22451448440551758,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,1,509,127,133,38.6595214846709,0.37923640466010067,0.3223838806152344,0.22022271156311035,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,2,509,127,133,47.584364396356875,0.5451266580302011,0.23586344718933105,0.21786880493164062,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,3,509,127,133,29.89209018547348,0.48924820410583825,0.23447656631469727,0.21879339218139648,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,4,509,127,133,39.9260875201458,0.1668373490247358,0.23343229293823242,0.2200632095336914,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,dummy_mean,Dummy mean,0,508,128,136,53.14474674327123,-0.09257359430219214,0.003234386444091797,0.0006940364837646484,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,dummy_mean,Dummy mean,1,509,127,136,72.81179141887425,-8.310623261609251e-05,0.0027451515197753906,0.0006368160247802734,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,dummy_mean,Dummy mean,2,509,127,136,83.12200287791626,-0.027080775891583198,0.002680063247680664,0.0006515979766845703,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,dummy_mean,Dummy mean,3,509,127,136,61.317426388547496,-0.015973675928532494,0.0026993751525878906,0.0006415843963623047,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,dummy_mean,Dummy mean,4,509,127,136,66.0294695504642,-0.0001963542111964589,0.0028667449951171875,0.0006613731384277344,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,ridge_cv,RidgeCV,0,508,128,136,47.94655188956924,0.0764741385745692,0.08673262596130371,0.001085042953491211,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,ridge_cv,RidgeCV,1,509,127,136,51.3640625915516,0.441550205593473,0.012680768966674805,0.0010712146759033203,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,ridge_cv,RidgeCV,2,509,127,136,69.96069399961267,0.2981158378938623,0.01259756088256836,0.0011017322540283203,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,ridge_cv,RidgeCV,3,509,127,136,47.69031185080079,0.23891487504442144,0.01291513442993164,0.0011186599731445312,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,ridge_cv,RidgeCV,4,509,127,136,60.23323553420819,0.06391580191934065,0.012843847274780273,0.0010995864868164062,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,random_forest,Random forest,0,508,128,136,36.49576307761999,0.20369428184292737,0.3953714370727539,0.04051542282104492,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,random_forest,Random forest,1,509,127,136,40.614521464320845,0.46594138418541564,0.39347338676452637,0.0418550968170166,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,random_forest,Random forest,2,509,127,136,57.70432398569518,0.33070678285122435,0.6238577365875244,0.040807485580444336,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,random_forest,Random forest,3,509,127,136,36.766553751958895,0.2893222693738253,0.41324281692504883,0.04076337814331055,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,random_forest,Random forest,4,509,127,136,44.02117173278132,0.0989350188477579,0.39478015899658203,0.05074477195739746,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,extra_trees,Extra trees,0,508,128,136,33.97540834466593,0.23808861266884096,0.2346341609954834,0.04994010925292969,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,extra_trees,Extra trees,1,509,127,136,45.83955266784373,0.24544650743996455,0.21393609046936035,0.03911423683166504,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,extra_trees,Extra trees,2,509,127,136,54.902357237552785,0.35262223435296014,0.21373438835144043,0.03875398635864258,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,extra_trees,Extra trees,3,509,127,136,36.585656204975116,0.038925284555967,0.2225029468536377,0.03946852684020996,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,extra_trees,Extra trees,4,509,127,136,44.59449540748408,0.07177815430309165,0.2217874526977539,0.041295528411865234,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,hist_gradient_boosting,HistGradientBoosting,0,508,128,136,38.38452580085715,0.17982642635588553,0.15114736557006836,0.0018837451934814453,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,hist_gradient_boosting,HistGradientBoosting,1,509,127,136,42.85883203342844,0.4485747131824117,0.11565923690795898,0.0016336441040039062,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,hist_gradient_boosting,HistGradientBoosting,2,509,127,136,61.316586863325,0.3012158025347498,0.08304572105407715,0.0013718605041503906,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,hist_gradient_boosting,HistGradientBoosting,3,509,127,136,40.83128258211311,0.34996918138117983,0.07512664794921875,0.001308441162109375,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,hist_gradient_boosting,HistGradientBoosting,4,509,127,136,54.26454840664445,0.07924786094594471,0.05363059043884277,0.0011289119720458984,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,0,508,128,136,24.072561550541455,0.4419160654919877,0.2352595329284668,0.22063302993774414,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,1,509,127,136,40.21603379593466,0.28302806078067433,0.23553252220153809,0.22168946266174316,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,2,509,127,136,46.40545763413387,0.5633266976414721,0.23841142654418945,0.22133708000183105,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,3,509,127,136,26.69140601554999,0.590192103264477,0.23799538612365723,0.22043633460998535,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,4,509,127,136,36.71848025002563,0.16271845546979224,0.2362957000732422,0.21940040588378906,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,dummy_mean,Dummy mean,0,508,128,147,53.14474674327123,-0.09257359430219214,0.0034966468811035156,0.0007467269897460938,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,dummy_mean,Dummy mean,1,509,127,147,72.81179141887425,-8.310623261609251e-05,0.0030825138092041016,0.0007114410400390625,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,dummy_mean,Dummy mean,2,509,127,147,83.12200287791626,-0.027080775891583198,0.0029273033142089844,0.0007109642028808594,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,dummy_mean,Dummy mean,3,509,127,147,61.317426388547496,-0.015973675928532494,0.0029854774475097656,0.0006873607635498047,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,dummy_mean,Dummy mean,4,509,127,147,66.0294695504642,-0.0001963542111964589,0.0029306411743164062,0.0007035732269287109,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,ridge_cv,RidgeCV,0,508,128,147,47.955874467263726,0.07449229882965036,0.013752222061157227,0.0011527538299560547,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,ridge_cv,RidgeCV,1,509,127,147,52.30218528847381,0.4414471990428096,0.01424551010131836,0.001180410385131836,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,ridge_cv,RidgeCV,2,509,127,147,70.90727351344233,0.2969880050087996,0.014640331268310547,0.0011687278747558594,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,ridge_cv,RidgeCV,3,509,127,147,50.072737479993414,0.18267243765622587,0.014450550079345703,0.0011458396911621094,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,ridge_cv,RidgeCV,4,509,127,147,60.79188879703276,0.0613192491177168,0.014312982559204102,0.0012011528015136719,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,random_forest,Random forest,0,508,128,147,37.06898454818208,0.17646728439111226,0.42135000228881836,0.048502206802368164,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,random_forest,Random forest,1,509,127,147,39.86320152885666,0.4701030599118383,0.4075357913970947,0.038750648498535156,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,random_forest,Random forest,2,509,127,147,57.79657586470315,0.32758806381749594,0.420806884765625,0.03916788101196289,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,random_forest,Random forest,3,509,127,147,37.183474704526354,0.28336500363050776,0.4015309810638428,0.2497084140777588,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,random_forest,Random forest,4,509,127,147,44.50423338418136,0.10231435988314419,0.399855375289917,0.04338526725769043,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,extra_trees,Extra trees,0,508,128,147,31.202170667127827,0.39491801393527615,0.23771333694458008,0.03882622718811035,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,extra_trees,Extra trees,1,509,127,147,40.561890009758464,0.31495020963646636,0.22300434112548828,0.039078712463378906,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,extra_trees,Extra trees,2,509,127,147,53.47606695493341,0.3200471053355052,0.21785330772399902,0.03923678398132324,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,extra_trees,Extra trees,3,509,127,147,35.76391875369992,-0.027975736401906204,0.21690797805786133,0.0409543514251709,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,extra_trees,Extra trees,4,509,127,147,42.70933053747378,0.13180826790613376,0.2203998565673828,0.03847193717956543,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,hist_gradient_boosting,HistGradientBoosting,0,508,128,147,38.16201100618374,0.18658596605169764,0.15465092658996582,0.001981973648071289,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,hist_gradient_boosting,HistGradientBoosting,1,509,127,147,43.31088674739977,0.4343036275324784,0.11576485633850098,0.0016913414001464844,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,hist_gradient_boosting,HistGradientBoosting,2,509,127,147,64.07437911301537,0.2615831930601261,0.06775593757629395,0.0012974739074707031,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,hist_gradient_boosting,HistGradientBoosting,3,509,127,147,41.0458232338275,0.3357528572831687,0.07303881645202637,0.0013434886932373047,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,hist_gradient_boosting,HistGradientBoosting,4,509,127,147,53.70106858403954,0.08200409633181227,0.0574648380279541,0.0012333393096923828,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,0,508,128,147,24.713858618716117,0.41435871889129783,0.24041962623596191,0.22800087928771973,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,1,509,127,147,40.40038252948988,0.17595606770939676,0.24416518211364746,0.2308826446533203,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,2,509,127,147,45.08762507810969,0.5635818611719163,0.24238824844360352,0.2297074794769287,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,3,509,127,147,26.793757504342487,0.5348216737800331,0.2421121597290039,0.22983503341674805,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,4,509,127,147,37.81830592114002,0.15012289737037798,0.2416679859161377,0.22847414016723633,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,dummy_mean,Dummy mean,0,508,128,134,53.14474674327123,-0.09257359430219214,0.0031630992889404297,0.0006909370422363281,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,dummy_mean,Dummy mean,1,509,127,134,72.81179141887425,-8.310623261609251e-05,0.0026967525482177734,0.0006465911865234375,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,dummy_mean,Dummy mean,2,509,127,134,83.12200287791626,-0.027080775891583198,0.0026733875274658203,0.0006330013275146484,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,dummy_mean,Dummy mean,3,509,127,134,61.317426388547496,-0.015973675928532494,0.002660036087036133,0.0006365776062011719,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,dummy_mean,Dummy mean,4,509,127,134,66.0294695504642,-0.0001963542111964589,0.002596139907836914,0.0006344318389892578,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,ridge_cv,RidgeCV,0,508,128,134,54.179426914329554,-0.1612914393281344,0.012899160385131836,0.0010726451873779297,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,ridge_cv,RidgeCV,1,509,127,134,61.02889273385818,0.1928703652917746,0.012267351150512695,0.0013935565948486328,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,ridge_cv,RidgeCV,2,509,127,134,79.21435145050346,0.12501788619336407,0.012253046035766602,0.0010514259338378906,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,ridge_cv,RidgeCV,3,509,127,134,52.71480802605813,0.0800959815643183,0.01244211196899414,0.0010724067687988281,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,ridge_cv,RidgeCV,4,509,127,134,66.337771678748,-0.02984289561066933,0.01238107681274414,0.0011026859283447266,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,random_forest,Random forest,0,508,128,134,41.17903006960744,-0.01801869306705406,0.38689637184143066,0.0500187873840332,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,random_forest,Random forest,1,509,127,134,44.930060911276016,0.38847475801926856,0.40473508834838867,0.04096508026123047,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,random_forest,Random forest,2,509,127,134,57.889598028872406,0.42174665639821807,0.41411471366882324,0.03949284553527832,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,random_forest,Random forest,3,509,127,134,40.07673763103932,0.17914085095939214,0.6325736045837402,0.04603171348571777,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,random_forest,Random forest,4,509,127,134,51.164512551381044,0.04996710487589384,0.40899038314819336,0.04317927360534668,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,extra_trees,Extra trees,0,508,128,134,39.47419823527453,-0.008711452051503699,0.22254300117492676,0.0514674186706543,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,extra_trees,Extra trees,1,509,127,134,48.90672141254551,0.11100944660436207,0.2232503890991211,0.03898429870605469,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,extra_trees,Extra trees,2,509,127,134,61.827432882558654,0.3166148113435019,0.2276930809020996,0.039811134338378906,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,extra_trees,Extra trees,3,509,127,134,40.259353526747674,-0.08833661855389852,0.24884581565856934,0.04898214340209961,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,extra_trees,Extra trees,4,509,127,134,49.346976422262564,0.044084523932247155,0.22867870330810547,0.03809523582458496,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,hist_gradient_boosting,HistGradientBoosting,0,508,128,134,44.034282972367144,0.0057574797001884725,0.13358068466186523,0.0019958019256591797,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,hist_gradient_boosting,HistGradientBoosting,1,509,127,134,49.786300836247975,0.2672209314352769,0.14941716194152832,0.002089977264404297,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,hist_gradient_boosting,HistGradientBoosting,2,509,127,134,64.36146892050115,0.315390587618537,0.13102149963378906,0.0016710758209228516,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,hist_gradient_boosting,HistGradientBoosting,3,509,127,134,44.0761227642025,0.30512070311901485,0.07477998733520508,0.001268625259399414,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,hist_gradient_boosting,HistGradientBoosting,4,509,127,134,61.61430272729824,0.05094255669488601,0.03423261642456055,0.0009374618530273438,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,0,508,128,134,38.4215329481584,-0.08366636060827459,0.24178743362426758,0.24082636833190918,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,1,509,127,134,44.94023573733378,0.2795312861398811,0.23955655097961426,0.23546719551086426,42,,,,,,
ok,matbench_jdft2d,exfoliation_en,meV/atom,structure,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,2,509,127,134,54.66777237230274,0.4250927771501285,0.24109649658203125,0.2193901538848877,42,,,,,,
